sentiment,content
0,anhhoang sorry posted vid again load me
0,ninnifur anima call combo sometimes work pizza sometimes not pump use again
0,tip finger hurt lmao
0,hard start week long fun sunny weekend tennis free food drink nice people day go next round
1,surprising momma bear
0,kevinpollak forgive missed you
1,mrjaydeeone thanks add i ll try signing later get home still luck i ll email someone
0,poor little mba fire
1,early lunch getting dressed amy s confirmation
0,happy grey s day everyone oh miss grey s
1,afrykah heyyy girl havent tweeted u week hope well
0,kixsal star trek imax d huge screen still worth watching
1,yay firday good one everyone way work lot s work pending
0,good start day left money home i ll hot day looking free carparks
0,jboo he s there today sadness
1,awesome milkshake areo mint blended up like lumpy smoothie chattering
1,way home then sleep seeing amber pacific tomorow besties
0,tammytrent left quot again quot title whoop
1,mint choc ice cream whilst studying now thats good
0,amp malware work pc miss dept
0,full thanks food jean brought half watermelon eat freeway crash die
0,found none
0,watched marley amp me i cried hard
0,musecrossing much a sugar b taste lord put ya down fun way
1,thomassmith yo thomas thanks follow social medium director disney that s awesome i d like learn more let lunch
1,jason yeah well deadline t hour that s architecture you oh well mmm coffee sound like good idea
0,saying goodbye good trusted friend today goodbye free sky tv best friend anyone could had
1,goodnight twitterworld i ll tweet y all later goodnight j
1,fatigue settling in gotta power through awesome seat tonight i m pretty lucky life ain t bad
1,missxmarisa hahaha massive compared others sweet scenie
1,foooood yummy so whose washing dish rofl
0,blackberry s got fatty battery guess we re kinda boat huh laurensanchez
1,iamkhayyam haha came home long night out saw tweetie khayyam wakil usually announce shit lol
1,can t take feeling away me lt going lay amp watch movie
1,time always seems fly im wade weird like it lot
1,lvl v lvl owned useing crappy armour
1,bridgetsupple busy lovely time
1,seat nice place go
0,annamessias miss yoooooooooooooooooooou poia
1,lunch watching hole bbc
1,yay work haha
0,looking forward next week math geography english french exam totalling hour
0,saw trailer batman arkham asylum play joker that s p exclusive damn hurt
1,photo thelovelybones spy jonas brother demi lovato omg d ahhh yea d movie premire http tumblr com xbbqyxe
1,teresamerica oh yeah is see really get going lol care like heheheheh great
1,want grape soda jack fowers fault also tracecyrus wish could see play uk gig sold out please reply
0,mb triste
0,recovering hard day homeschooling dd chemistry go well
0,nicole http twitpic com rylt ur lucky there stage close theem think we re dangerous
1,jasonbradbury nice jet ski testing hope book going well cheer adding me got twitter watching gadget show
1,going another birthday party tonite
1,jmbuckett oh snap kinda nut right now basedmagazine i ve told least thanks babe
0,going memorial guy grade died
1,boarding us enterprise warp speed ahead fb
1,happy mother s day
0,happy mother day
0,kjnyc depressing
0,omfg favourite jerk chicken place closed
1,singing along mychem
0,sandyvanessa awwh im sorry much longer
1,listening mcr watching dvd s chocolate hehe awesome
0,guilty awww that s him nice attempt hiding camera
0,joelmadden applaud accepting gay marriage rels born hate it
0,wholee aaron playing gig life aquatic party outside austin think we ll mi tt bday party sadly
1,nungguin sista law lahiran di r asih kayaknya sih sore ini lahiran yeayy another baby girl family
1,kerrianson day good spent day catching sleep relaxing kind lazy day hehe oooo shopping resist
1,happy juddday everyone
0,nancy got tweet suck love
0,prchels be heard yellow light maybes put great show saturday sorry missed it chelk
0,paulshadwell thanks trying done good can t fathom i ll take apple store sigh
0,ftskirstin im depressed like baddddd
0,ache amp chill joined party cold go away get worse
1,babyexpat commercial shoot tokyo much time play quick dirty
1,quirke wish still around litter azalea caught dd back yard bunny lap
1,namaste hooray monday undaunted am wakeup consider am london feel justified bright side everything
0,goatzilla im good yet parent still buy clothes stuff need gt gt dont get pocket money anymore
0,wish teased movie night
0,bored well like one see havent got friend
0,oh i m obviously back stupid sleep schedule luckily church tomorrow
1,goodnight everyone happy mother day mother
1,rgoodchild yeah made great noise tripped house circuit breaker good time worth part
0,dont feel good all fuckkk
0,gotta buy second season ghost whisperer now noo moneyy
0,crypticirnangel thats bummer got one yet waiting year grrrrrrrrrrrrrrr
1,sarahnd nearly month exciting
0,back work warm today
1,water horse movie totally making want go scotland want water horse lol
1,i m awake others sleep
0,andyjih yep sadly min meeting
0,sanda ummm sure miss ya ll alot too think know meant
0,kat yeah i m done work weekend i m sooooo bummed
0,shi gaming thingy mine finally died year rip
0,cant find red lighter reminds amy
0,craving munchkins bad
1,billzucker thanks making laugh
1,working listening music testing new singer guitarist tonight let s hope best
0,iï¿½m boring bad weather today watchingn alias fun boyfriend
0,ayebloodyright mean moz i m workin baker later pub
1,finally got twitter follow tweet lt
1,aarg look like go home vega weekend much maker faire
1,jenrolton awwwww would virtual high five make better
0,wishing michou show right now god life isnt fair
0,booo best friend leavin weekend ever without her
1,donnyeffrien good know pln s earthday happen neck wood
0,flyykiddangel lmao need shopping partner today
1,thanks raspberry laced vanilla cake
0,bummer missed taylor swift today show plan day
0,victoryhawk darn bacon
0,sucking abbreviation today sorry sentence look like eight year old typing them lol
1,happy mother s day everyone
1,ikklepickle haha fail remember sohcahtoa xd
1,ooh lovely ridiculous amount revision left
0,ronenk jewlicious guy nothing free life shidduch money
1,lindsayrcg hehe almost hear right ear yet
0,i m tired
1,cheifs beat cane top table wooo and go sky sport virtual rugby point
1,peterdowley i ve seen inkheart liked
0,pissing letting follow ericka
0,freaking bored bus hate poor ï¿½ return min train ï¿½ return hour long bus ipod battery
0,empsfm work missed shannon could barely contain herself amazingly good time
0,wanna see mama called back yet mama mama
1,ahhhhh go away nkotb retrorewind yay fav song
1,karriedaway look sooooo pretty love dang wish ny could c u ur thang
1,woah awesome show glad back hotel though nightie night happy mother s day mommy s
0,want ride bicycle today cold cloudy today http snipurl com izzsn
1,nine o clock sunday morning outside sat around table enjoying early ray sun reading twitter article sunday time
0,dcal meaning email month pre reunion party must coming soon really wish could there gt char soon
0,codelust prolificd caught lunch today correct stalking
0,pool orlando got new kick going seaworld tommrow miss best friend
0,shan sir i woulda put honey but
0,done cleaning taking break omg back hurt
1,today better panda eally cheer up dont know happy like legit happy
0,gcrush nopantsdance thinking excited guy move realized sad see go
0,johnhensel hate u wait one week see cuz puerto rico still coming soon
0,done geology i m really missing favorite sister especially can t go banquet tonight
1,susancosmos speakgirl thx sharing
0,spent minute book store bought one book
1,ryan stile still funniest man ever got great news great news tonight happy could burst
0,never pm finish looked enjoyable pity i m teetotal another week
1,musiclove haha thanks history invention television influence america lol
0,heading fair
0,want go home
1,birthday week today
1,week mine easy finally over
1,hunabku swine flu victim unite http oinkflu info
1,monday morning bathing soooo relaxing lady luxury would start every day like
1,rozarin whaa really should definitely optional though liked them i m also crazy
1,jules know i would too yes cant wait bb love it heard theyre showing hr live streaming year though
0,ok everyone im stuck bored ill
0,im in the room im watching the hannahmovie withmom she said this film very great
0,extremely bored
0,need get back daily tweeting hiatus suck also suck gsn interrupting show they re airing gt lt
0,rubyredsocks yup day older
0,wish cali wit mari nd lupita seeing vfc fair
0,home marble fall back reality
1,yay im ride home take tha yellow limo super gay
1,barack obama legend watched dinner speach pretty funny
1,really really ready
0,smiley u lot bad thing r gonna final next week
0,yawnnnnn slight headache n hangover grrr
0,soo tired still kinda angry missed concert
0,honorsociety like butttt going august th concert hurt feeler
1,finally gone beach yeaaaah
0,last day work taking shared googledocs actually kinda getting
0,way sleepy awake
1,dimple he ll know tupac lyric too
0,feel good
0,much blog time
1,natburleson nope husband golfing amp tornado amp playing im spoiled everyday esp last sunday tattoo
1,davedays gah got song itunes i m happy they re awesome keep up
0,god want sleep
0,im sick sad cold
1,morgandonovan haha nice thanks letting know
1,http twitpic com w operation happy mom success
0,cramp
0,sad news week hospital uncle past away today r i p uncle tony
0,dougiemcfly great show doug fun im sorry wont watch
0,kmaco he s probably bed depends aide today
